TimeStamp,Value
Fri Apr 17 08:59:15 CDT 2015,15
Fri Apr 17 08:59:16 CDT 2015,15
Fri Apr 17 08:59:17 CDT 2015,13
Fri Apr 17 08:59:18 CDT 2015,15
