TimeStamp,Athelete,activity,breathingrate,breathingratestatus,cadence,expiration,heartrate,heartratestatus,inspiration,minuteventilation,rrinterval,tidalvolume,
Thu Apr 09 10:00:36 CDT 2015,1006,0.015625,9,0,0,null,161,34,null,19348.96,null,12881.599999999999,
Thu Apr 09 10:00:37 CDT 2015,1006,0.0,8,0,0,null,161,34,22675,19348.96,null,12881.599999999999,
Thu Apr 09 10:00:38 CDT 2015,1006,0.0,8,0,0,22529,161,34,null,19348.96,null,12881.599999999999,
Thu Apr 09 10:00:39 CDT 2015,1006,0.0,8,0,0,null,161,34,null,19348.96,null,12881.599999999999,
Thu Apr 09 10:00:40 CDT 2015,1006,0.0,9,0,0,null,161,34,22625,27609.12,null,1925.6,
Thu Apr 09 10:00:41 CDT 2015,1006,0.0,10,0,0,null,161,34,null,27609.12,null,1925.6,
Thu Apr 09 10:00:42 CDT 2015,1006,0.0,11,0,0,22518,161,34,null,27609.12,null,1925.6,
Thu Apr 09 10:00:43 CDT 2015,1006,0.015625,11,0,0,null,161,34,null,29109.76,null,1407.6799999999998,
Thu Apr 09 10:00:44 CDT 2015,1006,0.015625,11,0,0,null,161,34,22584,29109.76,null,1407.6799999999998,
Thu Apr 09 10:00:45 CDT 2015,1006,0.015625,11,0,0,22516,161,34,null,29109.76,null,1407.6799999999998,
Thu Apr 09 10:00:46 CDT 2015,1006,0.015625,11,0,0,null,161,34,null,29972.96,null,889.76,
Thu Apr 09 10:00:47 CDT 2015,1006,0.015625,11,0,0,null,161,34,null,29972.96,null,889.76,
Thu Apr 09 10:00:48 CDT 2015,1006,0.015625,11,0,0,null,161,34,null,29972.96,null,889.76,
Thu Apr 09 10:00:49 CDT 2015,1006,0.015625,11,0,0,null,161,34,null,29972.96,null,889.76,
Thu Apr 09 10:00:50 CDT 2015,1006,0.0,11,0,0,null,161,34,null,29972.96,null,889.76,
Thu Apr 09 10:00:51 CDT 2015,1006,0.0,11,0,0,null,161,34,null,29972.96,null,889.76,
Thu Apr 09 10:00:52 CDT 2015,1006,0.0,11,0,0,null,161,34,null,29972.96,null,889.76,
Thu Apr 09 10:00:53 CDT 2015,1006,0.0,11,0,0,null,161,34,null,29972.96,null,889.76,
Thu Apr 09 10:00:54 CDT 2015,1006,0.0,11,0,0,null,161,34,null,29972.96,null,889.76,
Thu Apr 09 10:00:55 CDT 2015,1006,0.01953125,11,0,0,null,161,34,null,29972.96,null,889.76,
Thu Apr 09 10:00:56 CDT 2015,1006,0.02734375,11,4,0,null,161,34,null,29972.96,null,889.76,
Thu Apr 09 10:00:57 CDT 2015,1006,0.015625,11,4,0,null,161,34,24552,29972.96,null,889.76,
Thu Apr 09 10:00:58 CDT 2015,1006,0.0,11,4,0,24497,161,34,null,29972.96,null,889.76,
Thu Apr 09 10:00:59 CDT 2015,1006,0.015625,11,4,0,null,161,34,null,29972.96,null,889.76,
Thu Apr 09 10:01:00 CDT 2015,1006,0.015625,10,4,0,null,161,34,24546,25006.239999999998,null,717.12,
Thu Apr 09 10:01:01 CDT 2015,1006,0.015625,10,0,0,null,161,34,null,25006.239999999998,null,717.12,
Thu Apr 09 10:01:02 CDT 2015,1006,0.015625,9,0,0,null,161,34,null,25006.239999999998,null,717.12,
Thu Apr 09 10:01:03 CDT 2015,1006,0.015625,9,0,0,null,161,34,null,25006.239999999998,null,717.12,
Thu Apr 09 10:01:04 CDT 2015,1006,0.0,9,0,0,null,161,34,null,25006.239999999998,null,717.12,
Thu Apr 09 10:01:05 CDT 2015,1006,0.015625,9,0,0,null,161,34,null,25006.239999999998,null,717.12,
Thu Apr 09 10:01:06 CDT 2015,1006,0.015625,9,0,0,null,161,34,null,25006.239999999998,null,717.12,
Thu Apr 09 10:01:07 CDT 2015,1006,0.02734375,9,0,0,24505,161,34,null,25006.239999999998,null,717.12,
Thu Apr 09 10:01:08 CDT 2015,1006,0.015625,9,0,0,null,161,34,null,25006.239999999998,null,717.12,
Thu Apr 09 10:01:09 CDT 2015,1006,0.0234375,9,0,0,null,161,34,24541,22908.0,null,531.1999999999999,
Thu Apr 09 10:01:10 CDT 2015,1006,0.015625,8,0,0,null,161,34,null,22908.0,null,531.1999999999999,
Thu Apr 09 10:01:11 CDT 2015,1006,0.0234375,8,0,0,null,161,34,null,22908.0,null,531.1999999999999,
Thu Apr 09 10:01:12 CDT 2015,1006,0.0,8,0,0,null,161,34,null,22908.0,null,531.1999999999999,
Thu Apr 09 10:01:13 CDT 2015,1006,0.0,8,0,0,null,161,34,null,22908.0,null,531.1999999999999,
Thu Apr 09 10:01:14 CDT 2015,1006,0.0,8,0,0,null,161,34,null,22908.0,null,531.1999999999999,
Thu Apr 09 10:01:15 CDT 2015,1006,0.0234375,8,0,0,24505,161,34,null,22908.0,null,531.1999999999999,
Thu Apr 09 10:01:16 CDT 2015,1006,0.0234375,8,0,0,null,161,34,null,22908.0,null,531.1999999999999,
Thu Apr 09 10:01:17 CDT 2015,1006,0.01953125,8,0,0,null,161,34,null,22908.0,null,531.1999999999999,
Thu Apr 09 10:01:18 CDT 2015,1006,0.015625,8,0,0,null,161,34,null,22908.0,null,531.1999999999999,
Thu Apr 09 10:01:19 CDT 2015,1006,0.015625,8,0,0,null,161,34,null,22908.0,null,531.1999999999999,
Thu Apr 09 10:01:20 CDT 2015,1006,0.015625,8,0,0,null,161,34,null,19641.12,null,464.79999999999995,
Thu Apr 09 10:01:21 CDT 2015,1006,0.015625,8,0,0,null,161,34,null,19641.12,null,464.79999999999995,
Thu Apr 09 10:01:22 CDT 2015,1006,0.015625,7,0,0,null,161,34,null,19641.12,null,464.79999999999995,
Thu Apr 09 10:01:23 CDT 2015,1006,0.015625,7,0,0,null,161,34,null,19641.12,null,464.79999999999995,
Thu Apr 09 10:01:24 CDT 2015,1006,0.015625,7,0,0,null,161,34,null,19641.12,null,464.79999999999995,
Thu Apr 09 10:01:25 CDT 2015,1006,0.0,7,0,0,null,161,34,null,19641.12,null,464.79999999999995,
Thu Apr 09 10:01:26 CDT 2015,1006,0.015625,7,0,0,null,161,34,24546,19641.12,null,464.79999999999995,
Thu Apr 09 10:01:27 CDT 2015,1006,0.0,7,0,0,24515,161,34,null,19641.12,null,464.79999999999995,
Thu Apr 09 10:01:28 CDT 2015,1006,0.0,7,0,0,null,161,34,null,19641.12,null,464.79999999999995,
Thu Apr 09 10:01:29 CDT 2015,1006,0.0,7,0,0,null,161,34,null,19641.12,null,464.79999999999995,
Thu Apr 09 10:01:30 CDT 2015,1006,0.0,7,0,0,null,161,34,null,19641.12,null,464.79999999999995,
Thu Apr 09 10:01:31 CDT 2015,1006,0.0,7,0,0,null,161,34,null,19641.12,null,464.79999999999995,
Thu Apr 09 10:01:32 CDT 2015,1006,0.0,7,0,0,null,161,34,null,19641.12,null,464.79999999999995,
Thu Apr 09 10:01:33 CDT 2015,1006,0.0,7,0,0,null,161,34,null,19641.12,null,464.79999999999995,
Thu Apr 09 10:01:34 CDT 2015,1006,0.015625,7,0,0,null,161,34,null,6427.5199999999995,null,398.4,
Thu Apr 09 10:01:35 CDT 2015,1006,0.015625,7,0,0,null,161,34,null,6427.5199999999995,null,398.4,
Thu Apr 09 10:01:36 CDT 2015,1006,0.015625,7,0,0,null,161,34,null,6427.5199999999995,null,398.4,
Thu Apr 09 10:01:37 CDT 2015,1006,0.015625,7,0,0,null,161,34,null,6427.5199999999995,null,398.4,
Thu Apr 09 10:01:38 CDT 2015,1006,0.015625,7,0,0,null,161,34,24551,6427.5199999999995,null,398.4,
Thu Apr 09 10:01:39 CDT 2015,1006,0.015625,7,0,0,null,161,34,null,6427.5199999999995,null,398.4,
Thu Apr 09 10:01:40 CDT 2015,1006,0.0,7,0,0,null,161,34,null,6427.5199999999995,null,398.4,
Thu Apr 09 10:01:41 CDT 2015,1006,0.015625,7,0,0,null,161,34,null,6427.5199999999995,null,398.4,
Thu Apr 09 10:01:42 CDT 2015,1006,0.01953125,7,0,0,null,161,34,null,6427.5199999999995,null,398.4,
Thu Apr 09 10:01:43 CDT 2015,1006,0.0,7,0,0,null,161,34,null,6427.5199999999995,null,398.4,
Thu Apr 09 10:01:44 CDT 2015,1006,0.0,7,0,0,null,161,34,null,6427.5199999999995,null,398.4,
Thu Apr 09 10:01:45 CDT 2015,1006,0.0,7,0,0,null,161,34,null,6427.5199999999995,null,398.4,
Thu Apr 09 10:01:46 CDT 2015,1006,0.0,7,0,0,null,161,34,null,6427.5199999999995,null,398.4,
Thu Apr 09 10:01:47 CDT 2015,1006,0.0,7,0,0,24519,161,34,null,6427.5199999999995,null,398.4,
Thu Apr 09 10:01:48 CDT 2015,1006,0.0,7,0,0,null,161,34,null,6427.5199999999995,null,398.4,
Thu Apr 09 10:01:49 CDT 2015,1006,0.0,7,4,0,null,161,34,null,6427.5199999999995,null,398.4,
Thu Apr 09 10:01:50 CDT 2015,1006,0.015625,7,4,0,null,161,34,null,6427.5199999999995,null,398.4,
Thu Apr 09 10:01:51 CDT 2015,1006,0.015625,7,0,0,null,161,34,24544,6427.5199999999995,null,398.4,
Thu Apr 09 10:01:52 CDT 2015,1006,0.015625,7,0,0,null,161,34,null,4010.56,null,411.68,
Thu Apr 09 10:01:53 CDT 2015,1006,0.015625,6,0,0,null,161,34,null,4010.56,null,411.68,
Thu Apr 09 10:01:54 CDT 2015,1006,0.015625,6,0,0,24518,161,34,null,4010.56,null,411.68,
Thu Apr 09 10:01:55 CDT 2015,1006,0.015625,6,0,0,null,161,34,null,4010.56,null,411.68,
Thu Apr 09 10:01:56 CDT 2015,1006,0.015625,6,0,0,null,161,34,24540,3080.96,null,332.0,
Thu Apr 09 10:01:57 CDT 2015,1006,0.0,6,0,0,null,161,34,null,3080.96,null,332.0,
Thu Apr 09 10:01:58 CDT 2015,1006,0.0,6,0,0,24525,161,34,null,3080.96,null,332.0,
Thu Apr 09 10:01:59 CDT 2015,1006,0.0,6,0,0,null,161,34,null,3080.96,null,332.0,
Thu Apr 09 10:02:00 CDT 2015,1006,0.0,6,0,0,null,161,34,24553,2483.3599999999997,null,199.2,
Thu Apr 09 10:02:01 CDT 2015,1006,0.0,6,0,0,null,161,34,null,2483.3599999999997,null,199.2,
Thu Apr 09 10:02:02 CDT 2015,1006,0.0,6,0,0,null,161,34,null,2483.3599999999997,null,199.2,
Thu Apr 09 10:02:03 CDT 2015,1006,0.0,5,0,0,null,161,34,null,2483.3599999999997,null,199.2,
Thu Apr 09 10:02:04 CDT 2015,1006,0.0,5,0,0,null,161,34,null,2483.3599999999997,null,199.2,
Thu Apr 09 10:02:05 CDT 2015,1006,0.0,5,0,0,24520,161,34,null,2483.3599999999997,null,199.2,
Thu Apr 09 10:02:06 CDT 2015,1006,0.0,6,0,0,null,161,34,null,2483.3599999999997,null,199.2,
Thu Apr 09 10:02:07 CDT 2015,1006,0.015625,6,0,0,null,161,34,null,2483.3599999999997,null,199.2,
Thu Apr 09 10:02:08 CDT 2015,1006,0.0,6,0,0,null,161,34,24547,2443.52,null,438.23999999999995,
Thu Apr 09 10:02:09 CDT 2015,1006,0.015625,6,0,0,null,161,34,null,2443.52,null,438.23999999999995,
Thu Apr 09 10:02:10 CDT 2015,1006,0.015625,6,0,0,24522,161,34,null,2443.52,null,438.23999999999995,
Thu Apr 09 10:02:11 CDT 2015,1006,0.015625,6,0,0,null,161,34,null,2443.52,null,438.23999999999995,
Thu Apr 09 10:02:12 CDT 2015,1006,0.015625,6,0,0,null,161,34,24553,2443.52,null,438.23999999999995,
Thu Apr 09 10:02:13 CDT 2015,1006,0.015625,6,0,0,null,161,34,null,2416.96,null,318.71999999999997,
Thu Apr 09 10:02:14 CDT 2015,1006,0.015625,6,0,0,24535,161,34,null,2416.96,null,318.71999999999997,
Thu Apr 09 10:02:15 CDT 2015,1006,0.0,6,0,0,null,161,34,24551,2416.96,null,318.71999999999997,
Thu Apr 09 10:02:16 CDT 2015,1006,0.0,7,0,0,null,161,34,null,2523.2,null,239.04,
Thu Apr 09 10:02:17 CDT 2015,1006,0.0,7,0,0,24518,161,34,null,2523.2,null,239.04,
Thu Apr 09 10:02:18 CDT 2015,1006,0.0,7,0,0,null,161,34,24543,2523.2,null,239.04,
Thu Apr 09 10:02:19 CDT 2015,1006,0.0,8,0,0,null,161,34,null,3187.2,null,424.96,
Thu Apr 09 10:02:20 CDT 2015,1006,0.0,9,0,0,24524,161,34,null,3187.2,null,424.96,
Thu Apr 09 10:02:21 CDT 2015,1006,0.0,10,0,0,null,161,34,24545,4528.48,null,239.04,
Thu Apr 09 10:02:22 CDT 2015,1006,0.0,12,0,0,24520,161,34,null,4528.48,null,239.04,
Thu Apr 09 10:02:23 CDT 2015,1006,0.0,14,0,0,null,161,34,null,4528.48,null,239.04,
Thu Apr 09 10:02:24 CDT 2015,1006,0.015625,15,0,0,null,161,34,null,4727.679999999999,null,318.71999999999997,
Thu Apr 09 10:02:25 CDT 2015,1006,0.015625,15,0,0,null,161,34,null,4727.679999999999,null,318.71999999999997,
Thu Apr 09 10:02:26 CDT 2015,1006,0.015625,15,0,0,null,161,34,24543,4727.679999999999,null,318.71999999999997,
Thu Apr 09 10:02:27 CDT 2015,1006,0.015625,15,0,0,24525,161,34,null,4727.679999999999,null,318.71999999999997,
Thu Apr 09 10:02:28 CDT 2015,1006,0.015625,15,0,0,null,161,34,null,4727.679999999999,null,318.71999999999997,
Thu Apr 09 10:02:29 CDT 2015,1006,0.015625,15,0,0,null,161,34,null,4621.44,null,225.76,
Thu Apr 09 10:02:30 CDT 2015,1006,0.015625,15,0,0,null,161,34,null,4621.44,null,225.76,
Thu Apr 09 10:02:31 CDT 2015,1006,0.0,15,0,0,null,161,34,24545,4621.44,null,225.76,
Thu Apr 09 10:02:32 CDT 2015,1006,0.0,14,0,0,24522,161,34,null,4621.44,null,225.76,
Thu Apr 09 10:02:33 CDT 2015,1006,0.015625,14,0,0,null,161,34,null,4621.44,null,225.76,
Thu Apr 09 10:02:34 CDT 2015,1006,0.0,15,0,0,null,161,34,24554,4780.8,null,292.15999999999997,
Thu Apr 09 10:02:35 CDT 2015,1006,0.0,16,0,0,24515,161,34,null,4780.8,null,292.15999999999997,
Thu Apr 09 10:02:36 CDT 2015,1006,0.0,16,0,0,null,161,34,null,4780.8,null,292.15999999999997,
Thu Apr 09 10:02:37 CDT 2015,1006,0.0,17,0,0,null,161,34,24560,5577.599999999999,null,504.64,
Thu Apr 09 10:02:38 CDT 2015,1006,0.0,17,0,0,24513,161,34,null,5577.599999999999,null,504.64,
Thu Apr 09 10:02:39 CDT 2015,1006,0.0,17,0,0,null,161,34,null,5577.599999999999,null,504.64,
Thu Apr 09 10:02:40 CDT 2015,1006,0.0,17,0,0,null,161,34,24558,6600.16,null,610.88,
Thu Apr 09 10:02:41 CDT 2015,1006,0.015625,17,0,0,24518,161,34,null,6600.16,null,610.88,
Thu Apr 09 10:02:42 CDT 2015,1006,0.015625,17,0,0,null,161,34,null,6600.16,null,610.88,
Thu Apr 09 10:02:43 CDT 2015,1006,0.015625,17,0,0,null,161,34,null,6746.24,null,517.92,
Thu Apr 09 10:02:44 CDT 2015,1006,0.01953125,17,0,0,null,161,34,null,6746.24,null,517.92,
Thu Apr 09 10:02:45 CDT 2015,1006,0.015625,17,0,0,null,161,34,null,6746.24,null,517.92,
Thu Apr 09 10:02:46 CDT 2015,1006,0.015625,17,0,0,null,161,34,24555,6746.24,null,517.92,
Thu Apr 09 10:02:47 CDT 2015,1006,0.015625,17,0,0,24526,161,34,null,6746.24,null,517.92,
Thu Apr 09 10:02:48 CDT 2015,1006,0.0,17,0,0,null,161,34,null,6334.5599999999995,null,371.84,
Thu Apr 09 10:02:49 CDT 2015,1006,0.0,16,0,0,null,161,34,null,6334.5599999999995,null,371.84,
Thu Apr 09 10:02:50 CDT 2015,1006,0.0,16,0,0,null,161,34,24550,6334.5599999999995,null,371.84,
Thu Apr 09 10:02:51 CDT 2015,1006,0.0,15,0,0,24516,161,34,null,6334.5599999999995,null,371.84,
Thu Apr 09 10:02:52 CDT 2015,1006,0.0,15,0,0,null,161,34,null,6334.5599999999995,null,371.84,
Thu Apr 09 10:02:53 CDT 2015,1006,0.0,15,0,0,null,161,34,null,6161.92,null,438.23999999999995,
Thu Apr 09 10:02:54 CDT 2015,1006,0.0,15,0,0,null,161,34,24551,6161.92,null,438.23999999999995,
Thu Apr 09 10:02:55 CDT 2015,1006,0.0,15,0,0,24523,161,34,null,6161.92,null,438.23999999999995,
Thu Apr 09 10:02:56 CDT 2015,1006,0.0,14,0,0,null,161,34,null,6161.92,null,438.23999999999995,
Thu Apr 09 10:02:57 CDT 2015,1006,0.0,15,0,0,null,161,34,null,6719.679999999999,null,371.84,
Thu Apr 09 10:02:58 CDT 2015,1006,0.0,15,0,0,null,161,34,24551,6719.679999999999,null,371.84,
Thu Apr 09 10:02:59 CDT 2015,1006,0.015625,15,0,0,24519,161,34,null,6719.679999999999,null,371.84,
Thu Apr 09 10:03:00 CDT 2015,1006,0.015625,15,0,0,null,161,34,null,6719.679999999999,null,371.84,
Thu Apr 09 10:03:01 CDT 2015,1006,0.015625,15,0,0,null,161,34,24545,7131.36,null,411.68,
Thu Apr 09 10:03:02 CDT 2015,1006,0.015625,15,0,0,24522,161,34,null,7131.36,null,411.68,
Thu Apr 09 10:03:03 CDT 2015,1006,0.015625,15,0,0,null,161,34,null,7131.36,null,411.68,
Thu Apr 09 10:03:04 CDT 2015,1006,0.015625,15,0,0,null,161,34,24548,6746.24,null,292.15999999999997,
Thu Apr 09 10:03:05 CDT 2015,1006,0.0,15,0,0,24520,161,34,null,6746.24,null,292.15999999999997,
Thu Apr 09 10:03:06 CDT 2015,1006,0.015625,15,0,0,null,161,34,null,6746.24,null,292.15999999999997,
Thu Apr 09 10:03:07 CDT 2015,1006,0.0,16,0,0,null,161,34,24548,6175.2,null,358.56,
Thu Apr 09 10:03:08 CDT 2015,1006,0.0,16,0,0,24523,161,34,null,6175.2,null,358.56,
Thu Apr 09 10:03:09 CDT 2015,1006,0.0,16,0,0,null,161,34,null,6175.2,null,358.56,
Thu Apr 09 10:03:10 CDT 2015,1006,0.0,15,0,0,null,161,34,24548,5710.4,null,318.71999999999997,
Thu Apr 09 10:03:11 CDT 2015,1006,0.0,15,0,0,24526,161,34,null,5710.4,null,318.71999999999997,
Thu Apr 09 10:03:12 CDT 2015,1006,0.0,15,0,0,null,161,34,null,5710.4,null,318.71999999999997,
Thu Apr 09 10:03:13 CDT 2015,1006,0.0,16,0,0,null,161,34,24547,6002.5599999999995,null,278.88,
Thu Apr 09 10:03:14 CDT 2015,1006,0.0,16,0,0,null,161,34,null,6002.5599999999995,null,278.88,
Thu Apr 09 10:03:15 CDT 2015,1006,0.015625,17,0,0,24527,161,34,null,6002.5599999999995,null,278.88,
Thu Apr 09 10:03:16 CDT 2015,1006,0.015625,17,0,0,null,161,34,24558,5856.48,null,252.32,
Thu Apr 09 10:03:17 CDT 2015,1006,0.015625,18,0,0,24516,161,34,null,5856.48,null,252.32,
Thu Apr 09 10:03:18 CDT 2015,1006,0.015625,18,0,0,null,161,34,null,6759.5199999999995,null,544.48,
Thu Apr 09 10:03:19 CDT 2015,1006,0.015625,19,0,0,null,161,34,null,6759.5199999999995,null,544.48,
Thu Apr 09 10:03:20 CDT 2015,1006,0.015625,19,0,0,null,161,34,24559,6759.5199999999995,null,544.48,
Thu Apr 09 10:03:21 CDT 2015,1006,0.015625,19,0,0,24517,161,34,null,6759.5199999999995,null,544.48,
Thu Apr 09 10:03:22 CDT 2015,1006,0.0,19,0,0,null,161,34,null,7396.96,null,544.48,
Thu Apr 09 10:03:23 CDT 2015,1006,0.0,20,0,0,null,161,34,null,7396.96,null,544.48,
Thu Apr 09 10:03:24 CDT 2015,1006,0.015625,20,0,0,24526,161,34,24558,7396.96,null,544.48,
Thu Apr 09 10:03:25 CDT 2015,1006,0.015625,20,0,0,null,161,34,null,7396.96,null,544.48,
Thu Apr 09 10:03:26 CDT 2015,1006,0.015625,20,0,0,null,161,34,24556,7383.679999999999,null,411.68,
Thu Apr 09 10:03:27 CDT 2015,1006,0.0,19,0,0,24527,161,34,null,7383.679999999999,null,411.68,
Thu Apr 09 10:03:28 CDT 2015,1006,0.0,19,0,0,null,161,34,null,7383.679999999999,null,411.68,
Thu Apr 09 10:03:29 CDT 2015,1006,0.0,19,0,0,null,161,34,24551,7370.4,null,371.84,
Thu Apr 09 10:03:30 CDT 2015,1006,0.0,19,0,0,null,161,34,null,7370.4,null,371.84,
Thu Apr 09 10:03:31 CDT 2015,1006,0.0,19,0,0,24536,161,34,null,7370.4,null,371.84,
Thu Apr 09 10:03:32 CDT 2015,1006,0.0,19,0,0,null,161,34,null,7370.4,null,371.84,
Thu Apr 09 10:03:33 CDT 2015,1006,0.0,19,0,0,null,161,34,null,6759.5199999999995,null,199.2,
Thu Apr 09 10:03:34 CDT 2015,1006,0.015625,18,0,0,null,161,34,null,6759.5199999999995,null,199.2,
Thu Apr 09 10:03:35 CDT 2015,1006,0.015625,18,0,0,null,161,34,24554,6759.5199999999995,null,199.2,
Thu Apr 09 10:03:36 CDT 2015,1006,0.015625,18,0,0,null,161,34,null,6759.5199999999995,null,199.2,
Thu Apr 09 10:03:37 CDT 2015,1006,0.015625,18,0,0,24529,161,34,null,6759.5199999999995,null,199.2,
Thu Apr 09 10:03:38 CDT 2015,1006,0.015625,18,0,0,null,161,34,null,6308.0,null,332.0,
Thu Apr 09 10:03:39 CDT 2015,1006,0.015625,17,0,0,null,161,34,24558,6308.0,null,332.0,
Thu Apr 09 10:03:40 CDT 2015,1006,0.015625,17,0,0,24521,161,34,null,6308.0,null,332.0,
Thu Apr 09 10:03:41 CDT 2015,1006,0.0,16,0,0,null,161,34,null,6308.0,null,332.0,
Thu Apr 09 10:03:42 CDT 2015,1006,0.0,16,0,0,null,161,34,null,6706.4,null,478.08,
Thu Apr 09 10:03:43 CDT 2015,1006,0.0,16,0,0,null,161,34,24564,6706.4,null,478.08,
Thu Apr 09 10:03:44 CDT 2015,1006,0.0,16,0,0,24516,161,34,null,6706.4,null,478.08,
Thu Apr 09 10:03:45 CDT 2015,1006,0.0,16,0,0,null,161,34,null,6613.44,null,624.16,
Thu Apr 09 10:03:46 CDT 2015,1006,0.0,16,0,0,null,161,34,24560,6613.44,null,624.16,
Thu Apr 09 10:03:47 CDT 2015,1006,0.0,16,0,0,24522,161,34,null,6613.44,null,624.16,
Thu Apr 09 10:03:48 CDT 2015,1006,0.0,15,0,0,null,161,34,null,6573.599999999999,null,504.64,
Thu Apr 09 10:03:49 CDT 2015,1006,0.0,16,0,0,null,161,34,24562,6573.599999999999,null,504.64,
Thu Apr 09 10:03:50 CDT 2015,1006,0.015625,16,0,0,24522,161,34,null,6573.599999999999,null,504.64,
Thu Apr 09 10:03:51 CDT 2015,1006,0.015625,16,0,0,null,161,34,null,7091.5199999999995,null,517.92,
Thu Apr 09 10:03:52 CDT 2015,1006,0.015625,16,0,0,null,161,34,null,7091.5199999999995,null,517.92,
Thu Apr 09 10:03:53 CDT 2015,1006,0.015625,16,0,0,null,161,34,24558,7091.5199999999995,null,517.92,
Thu Apr 09 10:03:54 CDT 2015,1006,0.015625,16,0,0,24527,161,34,null,7091.5199999999995,null,517.92,
Thu Apr 09 10:03:55 CDT 2015,1006,0.015625,16,0,0,null,161,34,null,7091.5199999999995,null,517.92,
Thu Apr 09 10:03:56 CDT 2015,1006,0.0,16,0,0,null,161,34,null,6746.24,null,398.4,
Thu Apr 09 10:03:57 CDT 2015,1006,0.0,16,0,0,null,161,34,24556,6746.24,null,398.4,
Thu Apr 09 10:03:58 CDT 2015,1006,0.015625,15,0,0,null,161,34,null,6746.24,null,398.4,
Thu Apr 09 10:03:59 CDT 2015,1006,0.0,15,0,0,24524,161,34,null,6746.24,null,398.4,
Thu Apr 09 10:04:00 CDT 2015,1006,0.0,15,0,0,null,161,34,null,7184.48,null,411.68,
Thu Apr 09 10:04:01 CDT 2015,1006,0.0,15,0,0,null,161,34,null,7184.48,null,411.68,
Thu Apr 09 10:04:02 CDT 2015,1006,0.0,15,0,0,null,161,34,24562,7184.48,null,411.68,
Thu Apr 09 10:04:03 CDT 2015,1006,0.0,15,0,0,24521,161,34,null,7184.48,null,411.68,
Thu Apr 09 10:04:04 CDT 2015,1006,0.0,15,0,0,null,161,34,null,7941.44,null,531.1999999999999,
Thu Apr 09 10:04:05 CDT 2015,1006,0.0,16,0,0,null,161,34,null,7941.44,null,531.1999999999999,
Thu Apr 09 10:04:06 CDT 2015,1006,0.0,16,0,0,null,161,34,24562,7941.44,null,531.1999999999999,
Thu Apr 09 10:04:07 CDT 2015,1006,0.015625,16,0,0,24520,161,34,null,7941.44,null,531.1999999999999,
Thu Apr 09 10:04:08 CDT 2015,1006,0.015625,16,0,0,null,161,34,null,7941.44,null,531.1999999999999,
Thu Apr 09 10:04:09 CDT 2015,1006,0.015625,16,0,0,null,161,34,null,7821.92,null,544.48,
Thu Apr 09 10:04:10 CDT 2015,1006,0.015625,16,0,0,null,161,34,24557,7821.92,null,544.48,
Thu Apr 09 10:04:11 CDT 2015,1006,0.015625,16,0,0,24528,161,34,null,7821.92,null,544.48,
Thu Apr 09 10:04:12 CDT 2015,1006,0.015625,15,0,0,null,161,34,null,7304.0,null,371.84,
Thu Apr 09 10:04:13 CDT 2015,1006,0.015625,15,0,0,null,161,34,24560,7304.0,null,371.84,
Thu Apr 09 10:04:14 CDT 2015,1006,0.0,15,0,0,24524,161,34,null,7304.0,null,371.84,
Thu Apr 09 10:04:15 CDT 2015,1006,0.0,16,0,0,null,161,34,null,7184.48,null,464.79999999999995,
Thu Apr 09 10:04:16 CDT 2015,1006,0.0,16,0,0,null,161,34,24562,7184.48,null,464.79999999999995,
Thu Apr 09 10:04:17 CDT 2015,1006,0.0,16,0,0,24520,161,34,null,7184.48,null,464.79999999999995,
Thu Apr 09 10:04:18 CDT 2015,1006,0.0,15,0,0,null,161,34,null,7184.48,null,464.79999999999995,
Thu Apr 09 10:04:19 CDT 2015,1006,0.0,15,0,0,null,161,34,24561,7118.08,null,557.76,
Thu Apr 09 10:04:20 CDT 2015,1006,0.0,15,0,0,24528,161,34,null,7118.08,null,557.76,
Thu Apr 09 10:04:21 CDT 2015,1006,0.0,15,0,0,null,161,34,null,7118.08,null,557.76,
Thu Apr 09 10:04:22 CDT 2015,1006,0.0,15,0,0,null,161,34,24567,7662.5599999999995,null,438.23999999999995,
Thu Apr 09 10:04:23 CDT 2015,1006,0.0,16,0,0,null,161,34,null,7662.5599999999995,null,438.23999999999995,
Thu Apr 09 10:04:24 CDT 2015,1006,0.0,16,0,0,24531,161,34,null,7662.5599999999995,null,438.23999999999995,
Thu Apr 09 10:04:25 CDT 2015,1006,0.0,16,0,0,null,161,34,null,8114.08,null,464.79999999999995,
Thu Apr 09 10:04:26 CDT 2015,1006,0.015625,16,0,0,null,161,34,24558,8114.08,null,464.79999999999995,
Thu Apr 09 10:04:27 CDT 2015,1006,0.015625,17,0,0,24526,161,34,null,8114.08,null,464.79999999999995,
Thu Apr 09 10:04:28 CDT 2015,1006,0.015625,17,0,0,null,161,34,null,8034.4,null,411.68,
Thu Apr 09 10:04:29 CDT 2015,1006,0.0,17,0,0,null,161,34,24562,8034.4,null,411.68,
Thu Apr 09 10:04:30 CDT 2015,1006,0.015625,17,0,0,24529,161,34,null,8034.4,null,411.68,
Thu Apr 09 10:04:31 CDT 2015,1006,0.0,18,0,0,null,161,34,null,8406.24,null,424.96,
Thu Apr 09 10:04:32 CDT 2015,1006,0.0,18,0,0,null,161,34,null,8406.24,null,424.96,
Thu Apr 09 10:04:33 CDT 2015,1006,0.0,19,0,0,null,161,34,24563,8406.24,null,424.96,
