TimeStamp,Value
Thu Apr 09 08:40:57 CDT 2015,24363
Thu Apr 09 08:41:03 CDT 2015,24363
Thu Apr 09 08:41:08 CDT 2015,24360
Thu Apr 09 08:41:14 CDT 2015,24362
Thu Apr 09 08:41:19 CDT 2015,24362
Thu Apr 09 08:41:24 CDT 2015,24363
Thu Apr 09 08:41:32 CDT 2015,24361
Thu Apr 09 08:41:41 CDT 2015,24368
Thu Apr 09 08:41:53 CDT 2015,24341
Thu Apr 09 08:42:04 CDT 2015,24356
Thu Apr 09 08:42:10 CDT 2015,24352
Thu Apr 09 08:42:16 CDT 2015,24355
Thu Apr 09 08:42:23 CDT 2015,24366
Thu Apr 09 08:42:28 CDT 2015,24364
Thu Apr 09 08:42:33 CDT 2015,24360
Thu Apr 09 08:42:38 CDT 2015,24361
Thu Apr 09 08:42:42 CDT 2015,24360
Thu Apr 09 08:42:47 CDT 2015,24359
Thu Apr 09 08:42:52 CDT 2015,24357
Thu Apr 09 08:42:58 CDT 2015,24359
Thu Apr 09 08:43:01 CDT 2015,24367
Thu Apr 09 08:43:05 CDT 2015,24361
Thu Apr 09 08:43:09 CDT 2015,24365
Thu Apr 09 08:43:13 CDT 2015,24360
Thu Apr 09 08:43:19 CDT 2015,24361
Thu Apr 09 08:43:25 CDT 2015,24364
Thu Apr 09 08:43:31 CDT 2015,24375
Thu Apr 09 08:43:40 CDT 2015,24346
Thu Apr 09 08:43:53 CDT 2015,24356
Thu Apr 09 08:43:57 CDT 2015,24369
Thu Apr 09 08:44:05 CDT 2015,24053
Thu Apr 09 08:44:12 CDT 2015,23869
Thu Apr 09 08:44:18 CDT 2015,23979
Thu Apr 09 08:44:27 CDT 2015,24349
Thu Apr 09 08:44:30 CDT 2015,24058
Thu Apr 09 08:44:35 CDT 2015,24348
Thu Apr 09 08:44:40 CDT 2015,24137
Thu Apr 09 08:44:43 CDT 2015,23612
Thu Apr 09 08:45:10 CDT 2015,24534
Thu Apr 09 08:45:21 CDT 2015,24536
Thu Apr 09 08:45:32 CDT 2015,24534
Thu Apr 09 08:45:46 CDT 2015,24570
Thu Apr 09 08:46:17 CDT 2015,24522
Thu Apr 09 08:46:24 CDT 2015,24515
Thu Apr 09 08:46:37 CDT 2015,24522
Thu Apr 09 08:46:44 CDT 2015,24542
Thu Apr 09 08:46:53 CDT 2015,24537
Thu Apr 09 08:47:00 CDT 2015,24542
Thu Apr 09 08:47:07 CDT 2015,24522
Thu Apr 09 08:47:11 CDT 2015,24535
Thu Apr 09 08:47:15 CDT 2015,24530
Thu Apr 09 08:47:19 CDT 2015,24526
Thu Apr 09 08:47:22 CDT 2015,24526
Thu Apr 09 08:47:26 CDT 2015,24526
Thu Apr 09 08:47:29 CDT 2015,24528
Thu Apr 09 08:47:32 CDT 2015,24522
Thu Apr 09 08:47:35 CDT 2015,24523
Thu Apr 09 08:47:37 CDT 2015,24528
Thu Apr 09 08:47:39 CDT 2015,24524
Thu Apr 09 08:47:41 CDT 2015,24507
Thu Apr 09 08:47:45 CDT 2015,24524
Thu Apr 09 08:47:48 CDT 2015,24537
Thu Apr 09 08:47:51 CDT 2015,24537
Thu Apr 09 08:47:53 CDT 2015,24529
Thu Apr 09 08:47:58 CDT 2015,24538
Thu Apr 09 08:48:00 CDT 2015,24514
Thu Apr 09 08:48:02 CDT 2015,24522
Thu Apr 09 08:48:05 CDT 2015,24525
Thu Apr 09 08:48:09 CDT 2015,24505
Thu Apr 09 08:48:12 CDT 2015,24502
Thu Apr 09 08:48:17 CDT 2015,24508
Thu Apr 09 08:48:19 CDT 2015,24504
Thu Apr 09 08:48:22 CDT 2015,24501
Thu Apr 09 08:48:25 CDT 2015,24518
Thu Apr 09 08:48:27 CDT 2015,24518
Thu Apr 09 08:48:29 CDT 2015,24512
Thu Apr 09 08:48:32 CDT 2015,24507
Thu Apr 09 08:48:36 CDT 2015,24526
Thu Apr 09 08:48:39 CDT 2015,24515
Thu Apr 09 08:48:45 CDT 2015,24545
Thu Apr 09 08:48:47 CDT 2015,24538
Thu Apr 09 08:48:49 CDT 2015,24530
Thu Apr 09 08:48:52 CDT 2015,24545
Thu Apr 09 08:48:57 CDT 2015,24523
Thu Apr 09 08:48:59 CDT 2015,24542
Thu Apr 09 08:49:01 CDT 2015,24549
Thu Apr 09 08:49:06 CDT 2015,24544
Thu Apr 09 08:49:13 CDT 2015,24535
Thu Apr 09 08:49:15 CDT 2015,24518
Thu Apr 09 08:49:19 CDT 2015,24480
Thu Apr 09 08:49:22 CDT 2015,24475
Thu Apr 09 08:49:26 CDT 2015,24469
Thu Apr 09 08:49:28 CDT 2015,24478
Thu Apr 09 08:49:32 CDT 2015,24482
Thu Apr 09 08:49:34 CDT 2015,24506
Thu Apr 09 08:49:36 CDT 2015,24503
Thu Apr 09 08:49:39 CDT 2015,24490
Thu Apr 09 08:49:41 CDT 2015,24487
Thu Apr 09 08:49:43 CDT 2015,24458
Thu Apr 09 08:49:44 CDT 2015,24484
Thu Apr 09 08:49:48 CDT 2015,24512
Thu Apr 09 08:49:50 CDT 2015,24481
Thu Apr 09 08:49:51 CDT 2015,24493
Thu Apr 09 08:49:55 CDT 2015,24457
Thu Apr 09 08:49:58 CDT 2015,24481
Thu Apr 09 08:50:01 CDT 2015,24519
Thu Apr 09 08:50:03 CDT 2015,24541
Thu Apr 09 08:50:07 CDT 2015,24492
Thu Apr 09 08:50:09 CDT 2015,24474
Thu Apr 09 08:50:11 CDT 2015,24454
Thu Apr 09 08:50:13 CDT 2015,24419
Thu Apr 09 08:50:16 CDT 2015,24425
Thu Apr 09 08:50:17 CDT 2015,24399
Thu Apr 09 08:50:18 CDT 2015,24395
Thu Apr 09 08:50:21 CDT 2015,24470
Thu Apr 09 08:50:25 CDT 2015,24531
Thu Apr 09 08:50:27 CDT 2015,24532
Thu Apr 09 08:50:29 CDT 2015,24552
Thu Apr 09 08:50:34 CDT 2015,24558
Thu Apr 09 08:50:37 CDT 2015,24528
Thu Apr 09 08:50:38 CDT 2015,24505
Thu Apr 09 08:50:40 CDT 2015,24495
Thu Apr 09 08:50:42 CDT 2015,24546
Thu Apr 09 08:50:43 CDT 2015,24536
Thu Apr 09 08:50:45 CDT 2015,24530
Thu Apr 09 08:50:48 CDT 2015,24533
Thu Apr 09 08:50:51 CDT 2015,24544
Thu Apr 09 08:50:54 CDT 2015,24540
Thu Apr 09 08:50:56 CDT 2015,24541
Thu Apr 09 08:50:58 CDT 2015,24563
Thu Apr 09 08:51:00 CDT 2015,24506
Thu Apr 09 08:51:02 CDT 2015,24517
Thu Apr 09 08:51:04 CDT 2015,24558
Thu Apr 09 08:51:05 CDT 2015,24575
Thu Apr 09 08:51:07 CDT 2015,24564
Thu Apr 09 08:51:10 CDT 2015,24539
Thu Apr 09 08:51:12 CDT 2015,24518
Thu Apr 09 08:51:13 CDT 2015,24555
Thu Apr 09 08:51:16 CDT 2015,24560
Thu Apr 09 08:51:18 CDT 2015,24568
Thu Apr 09 08:51:20 CDT 2015,24559
Thu Apr 09 08:51:24 CDT 2015,24520
Thu Apr 09 08:51:31 CDT 2015,24453
Thu Apr 09 08:51:33 CDT 2015,24461
Thu Apr 09 08:51:35 CDT 2015,24468
Thu Apr 09 08:51:37 CDT 2015,24454
Thu Apr 09 08:51:39 CDT 2015,24453
Thu Apr 09 08:51:41 CDT 2015,24462
Thu Apr 09 08:51:43 CDT 2015,24466
Thu Apr 09 08:51:45 CDT 2015,24475
Thu Apr 09 08:51:48 CDT 2015,24460
Thu Apr 09 08:51:50 CDT 2015,24450
Thu Apr 09 08:51:52 CDT 2015,24461
Thu Apr 09 08:51:55 CDT 2015,24457
Thu Apr 09 08:51:57 CDT 2015,24460
Thu Apr 09 08:51:59 CDT 2015,24456
Thu Apr 09 08:52:01 CDT 2015,24462
Thu Apr 09 08:52:03 CDT 2015,24468
Thu Apr 09 08:52:05 CDT 2015,24451
Thu Apr 09 08:52:09 CDT 2015,24457
Thu Apr 09 08:52:12 CDT 2015,24449
Thu Apr 09 08:52:17 CDT 2015,24528
Thu Apr 09 08:52:19 CDT 2015,24533
Thu Apr 09 08:52:21 CDT 2015,24527
Thu Apr 09 08:52:23 CDT 2015,24512
Thu Apr 09 08:52:26 CDT 2015,24496
Thu Apr 09 08:52:31 CDT 2015,24519
Thu Apr 09 08:52:33 CDT 2015,24521
Thu Apr 09 08:52:35 CDT 2015,24527
Thu Apr 09 08:52:42 CDT 2015,24553
Thu Apr 09 08:52:44 CDT 2015,24535
Thu Apr 09 08:52:49 CDT 2015,24522
Thu Apr 09 08:52:54 CDT 2015,24547
Thu Apr 09 08:52:56 CDT 2015,24549
Thu Apr 09 08:52:58 CDT 2015,24562
Thu Apr 09 08:52:59 CDT 2015,24529
Thu Apr 09 08:53:02 CDT 2015,24545
Thu Apr 09 08:53:04 CDT 2015,24542
Thu Apr 09 08:53:07 CDT 2015,24337
Thu Apr 09 08:53:09 CDT 2015,23776
Thu Apr 09 08:53:10 CDT 2015,24391
Thu Apr 09 08:53:11 CDT 2015,24385
Thu Apr 09 08:53:13 CDT 2015,24410
Thu Apr 09 08:53:16 CDT 2015,24422
Thu Apr 09 08:53:17 CDT 2015,24399
Thu Apr 09 08:53:19 CDT 2015,24408
Thu Apr 09 08:53:21 CDT 2015,24416
Thu Apr 09 08:53:23 CDT 2015,24471
Thu Apr 09 08:53:25 CDT 2015,24477
Thu Apr 09 08:53:27 CDT 2015,24543
Thu Apr 09 08:53:29 CDT 2015,24545
Thu Apr 09 08:53:31 CDT 2015,24556
Thu Apr 09 08:53:32 CDT 2015,24564
Thu Apr 09 08:53:37 CDT 2015,24549
Thu Apr 09 08:53:40 CDT 2015,24562
Thu Apr 09 08:53:42 CDT 2015,24547
Thu Apr 09 08:53:44 CDT 2015,24564
Thu Apr 09 08:53:46 CDT 2015,24566
Thu Apr 09 08:53:48 CDT 2015,24574
Thu Apr 09 08:53:50 CDT 2015,24557
Thu Apr 09 08:53:52 CDT 2015,24572
Thu Apr 09 08:53:54 CDT 2015,24559
Thu Apr 09 08:53:57 CDT 2015,24538
Thu Apr 09 08:53:59 CDT 2015,24575
Thu Apr 09 08:54:06 CDT 2015,24536
Thu Apr 09 08:54:08 CDT 2015,24551
Thu Apr 09 08:54:10 CDT 2015,24539
Thu Apr 09 08:54:12 CDT 2015,24556
Thu Apr 09 08:54:14 CDT 2015,24527
Thu Apr 09 08:54:16 CDT 2015,24535
Thu Apr 09 08:54:22 CDT 2015,24544
Thu Apr 09 08:54:25 CDT 2015,24544
Thu Apr 09 08:54:29 CDT 2015,24560
Thu Apr 09 08:54:32 CDT 2015,24559
Thu Apr 09 08:54:34 CDT 2015,24560
Thu Apr 09 08:54:36 CDT 2015,24555
Thu Apr 09 08:54:39 CDT 2015,24561
Thu Apr 09 08:54:41 CDT 2015,24555
Thu Apr 09 08:54:43 CDT 2015,24554
Thu Apr 09 08:54:46 CDT 2015,24569
Thu Apr 09 08:54:48 CDT 2015,24569
Thu Apr 09 08:54:51 CDT 2015,24571
Thu Apr 09 08:54:52 CDT 2015,24560
Thu Apr 09 08:54:55 CDT 2015,24541
Thu Apr 09 08:54:58 CDT 2015,24528
Thu Apr 09 08:55:00 CDT 2015,24519
Thu Apr 09 08:55:03 CDT 2015,24535
Thu Apr 09 08:55:04 CDT 2015,24552
Thu Apr 09 08:55:07 CDT 2015,24554
Thu Apr 09 08:55:09 CDT 2015,24544
Thu Apr 09 08:55:11 CDT 2015,24550
Thu Apr 09 08:55:13 CDT 2015,24534
Thu Apr 09 08:55:16 CDT 2015,24547
Thu Apr 09 08:55:20 CDT 2015,24543
Thu Apr 09 08:55:22 CDT 2015,24542
Thu Apr 09 08:55:25 CDT 2015,24549
Thu Apr 09 08:55:29 CDT 2015,24561
Thu Apr 09 08:55:31 CDT 2015,24563
Thu Apr 09 08:55:37 CDT 2015,24465
Thu Apr 09 08:55:39 CDT 2015,24444
Thu Apr 09 08:55:42 CDT 2015,24369
Thu Apr 09 08:55:47 CDT 2015,24374
Thu Apr 09 08:55:51 CDT 2015,24402
Thu Apr 09 08:55:56 CDT 2015,24404
Thu Apr 09 08:55:59 CDT 2015,24406
Thu Apr 09 08:56:03 CDT 2015,24409
Thu Apr 09 08:56:06 CDT 2015,24411
Thu Apr 09 08:56:10 CDT 2015,24412
Thu Apr 09 08:56:13 CDT 2015,24409
Thu Apr 09 08:56:16 CDT 2015,24415
Thu Apr 09 08:56:20 CDT 2015,24424
Thu Apr 09 08:56:23 CDT 2015,24422
Thu Apr 09 08:56:26 CDT 2015,24416
Thu Apr 09 08:56:30 CDT 2015,24415
Thu Apr 09 08:56:34 CDT 2015,24417
Thu Apr 09 08:56:38 CDT 2015,24419
Thu Apr 09 08:56:42 CDT 2015,24402
Thu Apr 09 08:56:45 CDT 2015,24403
Thu Apr 09 08:56:49 CDT 2015,24404
Thu Apr 09 08:56:52 CDT 2015,24402
Thu Apr 09 08:56:55 CDT 2015,24458
Thu Apr 09 08:56:57 CDT 2015,24456
Thu Apr 09 08:56:59 CDT 2015,24461
Thu Apr 09 08:57:02 CDT 2015,24421
Thu Apr 09 08:57:04 CDT 2015,24438
Thu Apr 09 08:57:07 CDT 2015,24521
Thu Apr 09 08:57:09 CDT 2015,24514
Thu Apr 09 08:57:17 CDT 2015,24556
Thu Apr 09 08:57:19 CDT 2015,24560
Thu Apr 09 08:57:22 CDT 2015,24549
Thu Apr 09 08:57:24 CDT 2015,24538
Thu Apr 09 08:57:26 CDT 2015,24552
Thu Apr 09 08:57:30 CDT 2015,24553
Thu Apr 09 08:57:32 CDT 2015,24552
Thu Apr 09 08:57:36 CDT 2015,24547
Thu Apr 09 08:57:39 CDT 2015,24555
Thu Apr 09 08:57:40 CDT 2015,24552
Thu Apr 09 08:57:43 CDT 2015,24541
Thu Apr 09 08:57:46 CDT 2015,24544
Thu Apr 09 08:57:47 CDT 2015,24555
Thu Apr 09 08:57:53 CDT 2015,24558
Thu Apr 09 08:57:55 CDT 2015,24558
Thu Apr 09 08:57:58 CDT 2015,24566
Thu Apr 09 08:58:00 CDT 2015,24569
Thu Apr 09 08:58:02 CDT 2015,24557
Thu Apr 09 08:58:06 CDT 2015,24546
Thu Apr 09 08:58:10 CDT 2015,24432
Thu Apr 09 08:58:13 CDT 2015,24439
Thu Apr 09 08:58:16 CDT 2015,24441
Thu Apr 09 08:58:18 CDT 2015,24441
Thu Apr 09 08:58:21 CDT 2015,24440
Thu Apr 09 08:58:25 CDT 2015,24444
Thu Apr 09 08:58:27 CDT 2015,24445
Thu Apr 09 08:58:30 CDT 2015,24298
Thu Apr 09 08:58:33 CDT 2015,24339
Thu Apr 09 08:58:35 CDT 2015,24064
Thu Apr 09 08:58:38 CDT 2015,24162
Thu Apr 09 08:58:40 CDT 2015,24325
Thu Apr 09 08:58:43 CDT 2015,24281
Thu Apr 09 08:58:44 CDT 2015,24411
Thu Apr 09 08:58:47 CDT 2015,24126
Thu Apr 09 08:58:49 CDT 2015,24054
Thu Apr 09 08:58:52 CDT 2015,24046
Thu Apr 09 08:58:56 CDT 2015,24232
Thu Apr 09 08:58:58 CDT 2015,24437
Thu Apr 09 08:59:01 CDT 2015,24461
Thu Apr 09 08:59:08 CDT 2015,24377
Thu Apr 09 08:59:11 CDT 2015,24180
Thu Apr 09 08:59:12 CDT 2015,23900
Thu Apr 09 08:59:14 CDT 2015,24131
Thu Apr 09 08:59:17 CDT 2015,23883
Thu Apr 09 08:59:21 CDT 2015,24060
Thu Apr 09 08:59:23 CDT 2015,23754
Thu Apr 09 08:59:25 CDT 2015,24107
Thu Apr 09 08:59:27 CDT 2015,24290
Thu Apr 09 08:59:28 CDT 2015,24106
Thu Apr 09 08:59:32 CDT 2015,24186
Thu Apr 09 08:59:34 CDT 2015,23961
Thu Apr 09 08:59:47 CDT 2015,24104
Thu Apr 09 08:59:51 CDT 2015,23671
Thu Apr 09 09:00:12 CDT 2015,24579
Thu Apr 09 09:00:26 CDT 2015,24566
Thu Apr 09 09:00:35 CDT 2015,24562
Thu Apr 09 09:00:43 CDT 2015,24563
Thu Apr 09 09:00:49 CDT 2015,24563
Thu Apr 09 09:00:55 CDT 2015,24550
Thu Apr 09 09:01:03 CDT 2015,24552
Thu Apr 09 09:01:11 CDT 2015,24539
Thu Apr 09 09:01:15 CDT 2015,24549
Thu Apr 09 09:01:18 CDT 2015,24546
Thu Apr 09 09:01:21 CDT 2015,24542
Thu Apr 09 09:01:24 CDT 2015,24544
Thu Apr 09 09:01:26 CDT 2015,24543
Thu Apr 09 09:01:29 CDT 2015,24543
Thu Apr 09 09:01:32 CDT 2015,24544
Thu Apr 09 09:01:34 CDT 2015,24549
Thu Apr 09 09:01:38 CDT 2015,24545
Thu Apr 09 09:01:41 CDT 2015,24544
Thu Apr 09 09:01:43 CDT 2015,24541
Thu Apr 09 09:01:46 CDT 2015,24543
Thu Apr 09 09:01:48 CDT 2015,24556
Thu Apr 09 09:01:52 CDT 2015,24559
Thu Apr 09 09:01:56 CDT 2015,24572
Thu Apr 09 09:01:59 CDT 2015,24540
Thu Apr 09 09:02:03 CDT 2015,24539
Thu Apr 09 09:02:06 CDT 2015,24540
Thu Apr 09 09:02:08 CDT 2015,24541
Thu Apr 09 09:02:11 CDT 2015,24543
Thu Apr 09 09:02:14 CDT 2015,24542
Thu Apr 09 09:02:17 CDT 2015,24546
Thu Apr 09 09:02:20 CDT 2015,24541
Thu Apr 09 09:02:23 CDT 2015,24547
Thu Apr 09 09:02:25 CDT 2015,24547
Thu Apr 09 09:02:28 CDT 2015,24544
Thu Apr 09 09:02:32 CDT 2015,24550
Thu Apr 09 09:02:34 CDT 2015,24541
Thu Apr 09 09:02:37 CDT 2015,24544
Thu Apr 09 09:02:39 CDT 2015,24551
Thu Apr 09 09:02:41 CDT 2015,24560
Thu Apr 09 09:02:43 CDT 2015,24564
Thu Apr 09 09:02:46 CDT 2015,24558
Thu Apr 09 09:02:49 CDT 2015,24555
Thu Apr 09 09:02:50 CDT 2015,24547
Thu Apr 09 09:02:52 CDT 2015,24568
Thu Apr 09 09:02:56 CDT 2015,24559
Thu Apr 09 09:02:58 CDT 2015,24548
Thu Apr 09 09:03:04 CDT 2015,24358
Thu Apr 09 09:03:09 CDT 2015,24378
Thu Apr 09 09:03:11 CDT 2015,24377
Thu Apr 09 09:03:16 CDT 2015,24539
Thu Apr 09 09:03:18 CDT 2015,24524
Thu Apr 09 09:03:20 CDT 2015,24515
Thu Apr 09 09:03:23 CDT 2015,24525
Thu Apr 09 09:03:25 CDT 2015,24543
Thu Apr 09 09:03:28 CDT 2015,24530
Thu Apr 09 09:03:31 CDT 2015,24525
Thu Apr 09 09:03:32 CDT 2015,24522
Thu Apr 09 09:03:35 CDT 2015,24337
Thu Apr 09 09:03:39 CDT 2015,24535
Thu Apr 09 09:03:41 CDT 2015,24544
Thu Apr 09 09:03:43 CDT 2015,24555
Thu Apr 09 09:03:45 CDT 2015,24570
Thu Apr 09 09:03:48 CDT 2015,24570
Thu Apr 09 09:03:50 CDT 2015,24579
Thu Apr 09 09:03:53 CDT 2015,24542
Thu Apr 09 09:03:55 CDT 2015,24570
Thu Apr 09 09:03:56 CDT 2015,24551
Thu Apr 09 09:03:58 CDT 2015,24532
Thu Apr 09 09:04:01 CDT 2015,24538
Thu Apr 09 09:04:04 CDT 2015,24540
Thu Apr 09 09:04:05 CDT 2015,24536
Thu Apr 09 09:04:08 CDT 2015,24541
Thu Apr 09 09:04:10 CDT 2015,24541
Thu Apr 09 09:04:12 CDT 2015,24532
Thu Apr 09 09:04:13 CDT 2015,24538
Thu Apr 09 09:04:15 CDT 2015,24537
Thu Apr 09 09:04:18 CDT 2015,24537
Thu Apr 09 09:04:20 CDT 2015,24548
Thu Apr 09 09:04:21 CDT 2015,24552
Thu Apr 09 09:04:23 CDT 2015,24493
Thu Apr 09 09:04:26 CDT 2015,24555
Thu Apr 09 09:04:28 CDT 2015,24564
Thu Apr 09 09:04:31 CDT 2015,24556
Thu Apr 09 09:04:35 CDT 2015,24545
Thu Apr 09 09:04:38 CDT 2015,24554
Thu Apr 09 09:04:41 CDT 2015,24556
Thu Apr 09 09:04:43 CDT 2015,24560
Thu Apr 09 09:04:44 CDT 2015,24545
Thu Apr 09 09:04:46 CDT 2015,24556
Thu Apr 09 09:04:47 CDT 2015,24549
Thu Apr 09 09:04:48 CDT 2015,24551
Thu Apr 09 09:04:50 CDT 2015,24549
Thu Apr 09 09:04:54 CDT 2015,24572
Thu Apr 09 09:04:57 CDT 2015,24581
Thu Apr 09 09:05:00 CDT 2015,24586
Thu Apr 09 09:05:02 CDT 2015,24581
Thu Apr 09 09:05:04 CDT 2015,24558
Thu Apr 09 09:05:07 CDT 2015,24555
Thu Apr 09 09:05:09 CDT 2015,24568
Thu Apr 09 09:05:12 CDT 2015,24585
Thu Apr 09 09:05:14 CDT 2015,24587
Thu Apr 09 09:05:16 CDT 2015,24558
Thu Apr 09 09:05:19 CDT 2015,24573
Thu Apr 09 09:05:22 CDT 2015,24583
Thu Apr 09 09:05:24 CDT 2015,24575
Thu Apr 09 09:05:26 CDT 2015,24563
Thu Apr 09 09:05:29 CDT 2015,24561
Thu Apr 09 09:05:40 CDT 2015,24420
Thu Apr 09 09:05:42 CDT 2015,24416
Thu Apr 09 09:05:44 CDT 2015,24433
Thu Apr 09 09:05:47 CDT 2015,24121
