TimeStamp,Value
Thu Apr 09 08:42:00 CDT 2015,34
Thu Apr 09 08:42:01 CDT 2015,34
Thu Apr 09 08:42:02 CDT 2015,34
Thu Apr 09 08:42:03 CDT 2015,34
Thu Apr 09 08:42:04 CDT 2015,34
Thu Apr 09 08:42:05 CDT 2015,34
Thu Apr 09 08:42:06 CDT 2015,34
Thu Apr 09 08:42:07 CDT 2015,34
Thu Apr 09 08:42:08 CDT 2015,34
Thu Apr 09 08:42:09 CDT 2015,34
Thu Apr 09 08:42:10 CDT 2015,34
Thu Apr 09 08:42:11 CDT 2015,34
Thu Apr 09 08:42:12 CDT 2015,34
Thu Apr 09 08:42:13 CDT 2015,34
Thu Apr 09 08:42:14 CDT 2015,34
Thu Apr 09 08:42:15 CDT 2015,34
Thu Apr 09 08:42:16 CDT 2015,34
Thu Apr 09 08:42:17 CDT 2015,34
Thu Apr 09 08:42:18 CDT 2015,34
Thu Apr 09 08:42:19 CDT 2015,34
Thu Apr 09 08:42:20 CDT 2015,34
Thu Apr 09 08:42:21 CDT 2015,34
Thu Apr 09 08:42:22 CDT 2015,34
Thu Apr 09 08:42:23 CDT 2015,34
Thu Apr 09 08:42:24 CDT 2015,34
Thu Apr 09 08:42:25 CDT 2015,34
Thu Apr 09 08:42:26 CDT 2015,34
Thu Apr 09 08:42:27 CDT 2015,34
Thu Apr 09 08:42:28 CDT 2015,34
Thu Apr 09 08:42:29 CDT 2015,34
Thu Apr 09 08:42:30 CDT 2015,34
Thu Apr 09 08:42:31 CDT 2015,34
Thu Apr 09 08:42:32 CDT 2015,34
Thu Apr 09 08:42:33 CDT 2015,34
Thu Apr 09 08:42:34 CDT 2015,34
Thu Apr 09 08:42:35 CDT 2015,34
Thu Apr 09 08:42:36 CDT 2015,34
Thu Apr 09 08:42:37 CDT 2015,34
Thu Apr 09 08:42:38 CDT 2015,34
Thu Apr 09 08:42:39 CDT 2015,34
Thu Apr 09 08:42:40 CDT 2015,34
Thu Apr 09 08:42:41 CDT 2015,34
Thu Apr 09 08:42:42 CDT 2015,34
Thu Apr 09 08:42:43 CDT 2015,34
Thu Apr 09 08:42:44 CDT 2015,34
Thu Apr 09 08:42:45 CDT 2015,34
Thu Apr 09 08:42:46 CDT 2015,34
Thu Apr 09 08:42:47 CDT 2015,34
Thu Apr 09 08:42:48 CDT 2015,34
Thu Apr 09 08:42:49 CDT 2015,34
Thu Apr 09 08:42:50 CDT 2015,34
Thu Apr 09 08:42:51 CDT 2015,34
Thu Apr 09 08:42:52 CDT 2015,34
Thu Apr 09 08:42:53 CDT 2015,34
Thu Apr 09 08:42:54 CDT 2015,34
Thu Apr 09 08:42:55 CDT 2015,34
Thu Apr 09 08:42:56 CDT 2015,34
Thu Apr 09 08:42:57 CDT 2015,34
Thu Apr 09 08:42:58 CDT 2015,34
Thu Apr 09 08:42:59 CDT 2015,34
Thu Apr 09 08:43:00 CDT 2015,34
Thu Apr 09 08:43:01 CDT 2015,34
Thu Apr 09 08:43:02 CDT 2015,34
Thu Apr 09 08:43:03 CDT 2015,34
Thu Apr 09 08:43:04 CDT 2015,34
Thu Apr 09 08:43:05 CDT 2015,34
Thu Apr 09 08:43:06 CDT 2015,34
Thu Apr 09 08:43:07 CDT 2015,34
Thu Apr 09 08:43:08 CDT 2015,34
Thu Apr 09 08:43:09 CDT 2015,34
Thu Apr 09 08:43:10 CDT 2015,34
Thu Apr 09 08:43:11 CDT 2015,34
Thu Apr 09 08:43:12 CDT 2015,34
Thu Apr 09 08:43:13 CDT 2015,34
Thu Apr 09 08:43:14 CDT 2015,34
Thu Apr 09 08:43:15 CDT 2015,34
Thu Apr 09 08:43:16 CDT 2015,34
Thu Apr 09 08:43:17 CDT 2015,34
Thu Apr 09 08:43:18 CDT 2015,34
Thu Apr 09 08:43:19 CDT 2015,34
Thu Apr 09 08:43:20 CDT 2015,34
Thu Apr 09 08:43:21 CDT 2015,34
Thu Apr 09 08:43:22 CDT 2015,34
Thu Apr 09 08:43:23 CDT 2015,34
Thu Apr 09 08:43:24 CDT 2015,34
Thu Apr 09 08:43:25 CDT 2015,34
Thu Apr 09 08:43:26 CDT 2015,34
Thu Apr 09 08:43:27 CDT 2015,34
Thu Apr 09 08:43:28 CDT 2015,34
Thu Apr 09 08:43:29 CDT 2015,34
Thu Apr 09 08:43:30 CDT 2015,34
Thu Apr 09 08:43:31 CDT 2015,34
Thu Apr 09 08:43:32 CDT 2015,34
Thu Apr 09 08:43:33 CDT 2015,34
Thu Apr 09 08:43:34 CDT 2015,34
Thu Apr 09 08:43:35 CDT 2015,34
Thu Apr 09 08:43:36 CDT 2015,34
Thu Apr 09 08:43:37 CDT 2015,34
Thu Apr 09 08:43:38 CDT 2015,34
Thu Apr 09 08:43:39 CDT 2015,34
Thu Apr 09 08:43:40 CDT 2015,34
Thu Apr 09 08:43:41 CDT 2015,34
Thu Apr 09 08:43:42 CDT 2015,34
Thu Apr 09 08:43:43 CDT 2015,34
Thu Apr 09 08:43:44 CDT 2015,34
Thu Apr 09 08:43:45 CDT 2015,34
Thu Apr 09 08:43:46 CDT 2015,34
Thu Apr 09 08:43:47 CDT 2015,34
Thu Apr 09 08:43:48 CDT 2015,34
Thu Apr 09 08:43:49 CDT 2015,34
Thu Apr 09 08:43:50 CDT 2015,34
