TimeStamp,Value
Thu Apr 09 08:53:08 CDT 2015,23840
Thu Apr 09 08:53:09 CDT 2015,24361
Thu Apr 09 08:53:10 CDT 2015,24366
Thu Apr 09 08:53:11 CDT 2015,24358
Thu Apr 09 08:53:15 CDT 2015,24121
Thu Apr 09 08:53:16 CDT 2015,24377
Thu Apr 09 08:53:18 CDT 2015,24368
Thu Apr 09 08:53:20 CDT 2015,24388
Thu Apr 09 08:53:22 CDT 2015,24384
Thu Apr 09 08:53:24 CDT 2015,24370
Thu Apr 09 08:53:26 CDT 2015,24383
Thu Apr 09 08:53:28 CDT 2015,24511
Thu Apr 09 08:53:29 CDT 2015,24495
Thu Apr 09 08:53:32 CDT 2015,24536
Thu Apr 09 08:53:36 CDT 2015,24517
Thu Apr 09 08:53:38 CDT 2015,24324
Thu Apr 09 08:53:41 CDT 2015,24506
Thu Apr 09 08:53:43 CDT 2015,24521
Thu Apr 09 08:53:45 CDT 2015,24497
Thu Apr 09 08:53:47 CDT 2015,24512
Thu Apr 09 08:53:49 CDT 2015,24502
Thu Apr 09 08:53:50 CDT 2015,24523
Thu Apr 09 08:53:53 CDT 2015,24534
Thu Apr 09 08:53:56 CDT 2015,24500
Thu Apr 09 08:53:57 CDT 2015,24500
Thu Apr 09 08:54:05 CDT 2015,24496
Thu Apr 09 08:54:07 CDT 2015,24508
Thu Apr 09 08:54:09 CDT 2015,24502
Thu Apr 09 08:54:10 CDT 2015,24495
Thu Apr 09 08:54:14 CDT 2015,24495
Thu Apr 09 08:54:15 CDT 2015,24507
Thu Apr 09 08:54:18 CDT 2015,24271
Thu Apr 09 08:54:24 CDT 2015,24514
Thu Apr 09 08:54:26 CDT 2015,24520
Thu Apr 09 08:54:29 CDT 2015,24525
Thu Apr 09 08:54:32 CDT 2015,24532
Thu Apr 09 08:54:34 CDT 2015,24532
Thu Apr 09 08:54:37 CDT 2015,24527
Thu Apr 09 08:54:39 CDT 2015,24533
Thu Apr 09 08:54:42 CDT 2015,24534
Thu Apr 09 08:54:44 CDT 2015,24533
Thu Apr 09 08:54:47 CDT 2015,24541
Thu Apr 09 08:54:49 CDT 2015,24549
Thu Apr 09 08:54:52 CDT 2015,24547
Thu Apr 09 08:54:54 CDT 2015,24504
Thu Apr 09 08:54:56 CDT 2015,24490
Thu Apr 09 08:54:59 CDT 2015,24509
Thu Apr 09 08:55:00 CDT 2015,24490
Thu Apr 09 08:55:03 CDT 2015,24515
Thu Apr 09 08:55:05 CDT 2015,24500
Thu Apr 09 08:55:07 CDT 2015,24489
Thu Apr 09 08:55:11 CDT 2015,24522
Thu Apr 09 08:55:12 CDT 2015,24491
Thu Apr 09 08:55:14 CDT 2015,24517
Thu Apr 09 08:55:18 CDT 2015,24522
Thu Apr 09 08:55:21 CDT 2015,24517
Thu Apr 09 08:55:23 CDT 2015,24510
Thu Apr 09 08:55:26 CDT 2015,24523
Thu Apr 09 08:55:30 CDT 2015,24541
Thu Apr 09 08:55:35 CDT 2015,24378
Thu Apr 09 08:55:38 CDT 2015,24341
Thu Apr 09 08:55:41 CDT 2015,24331
Thu Apr 09 08:55:42 CDT 2015,24338
Thu Apr 09 08:55:48 CDT 2015,24337
Thu Apr 09 08:55:53 CDT 2015,24356
Thu Apr 09 08:55:57 CDT 2015,24361
Thu Apr 09 08:56:00 CDT 2015,24363
Thu Apr 09 08:56:03 CDT 2015,24378
Thu Apr 09 08:56:07 CDT 2015,24373
Thu Apr 09 08:56:11 CDT 2015,24375
Thu Apr 09 08:56:14 CDT 2015,24377
Thu Apr 09 08:56:17 CDT 2015,24359
Thu Apr 09 08:56:21 CDT 2015,24387
Thu Apr 09 08:56:24 CDT 2015,24378
Thu Apr 09 08:56:27 CDT 2015,24367
Thu Apr 09 08:56:31 CDT 2015,24389
Thu Apr 09 08:56:35 CDT 2015,24374
Thu Apr 09 08:56:40 CDT 2015,24363
Thu Apr 09 08:56:43 CDT 2015,24373
Thu Apr 09 08:56:46 CDT 2015,24376
Thu Apr 09 08:56:50 CDT 2015,24374
Thu Apr 09 08:56:53 CDT 2015,24365
Thu Apr 09 08:56:55 CDT 2015,24415
Thu Apr 09 08:56:58 CDT 2015,24420
Thu Apr 09 08:57:00 CDT 2015,24403
Thu Apr 09 08:57:02 CDT 2015,24390
Thu Apr 09 08:57:05 CDT 2015,24414
Thu Apr 09 08:57:08 CDT 2015,24485
Thu Apr 09 08:57:10 CDT 2015,24380
Thu Apr 09 08:57:18 CDT 2015,24539
Thu Apr 09 08:57:20 CDT 2015,24517
Thu Apr 09 08:57:23 CDT 2015,24521
Thu Apr 09 08:57:25 CDT 2015,24516
Thu Apr 09 08:57:27 CDT 2015,24512
Thu Apr 09 08:57:31 CDT 2015,24519
Thu Apr 09 08:57:34 CDT 2015,24522
Thu Apr 09 08:57:37 CDT 2015,24521
Thu Apr 09 08:57:40 CDT 2015,24540
Thu Apr 09 08:57:41 CDT 2015,24520
Thu Apr 09 08:57:44 CDT 2015,24515
Thu Apr 09 08:57:47 CDT 2015,24519
Thu Apr 09 08:57:50 CDT 2015,24525
Thu Apr 09 08:57:54 CDT 2015,24533
Thu Apr 09 08:57:57 CDT 2015,24528
Thu Apr 09 08:57:59 CDT 2015,24537
Thu Apr 09 08:58:01 CDT 2015,24510
Thu Apr 09 08:58:04 CDT 2015,24501
Thu Apr 09 08:58:08 CDT 2015,24392
Thu Apr 09 08:58:11 CDT 2015,24404
Thu Apr 09 08:58:14 CDT 2015,24407
Thu Apr 09 08:58:16 CDT 2015,24408
Thu Apr 09 08:58:20 CDT 2015,24414
Thu Apr 09 08:58:23 CDT 2015,24408
Thu Apr 09 08:58:25 CDT 2015,24414
Thu Apr 09 08:58:28 CDT 2015,24412
Thu Apr 09 08:58:31 CDT 2015,23877
Thu Apr 09 08:58:34 CDT 2015,24001
Thu Apr 09 08:58:37 CDT 2015,23905
Thu Apr 09 08:58:39 CDT 2015,23963
Thu Apr 09 08:58:42 CDT 2015,23705
Thu Apr 09 08:58:43 CDT 2015,24301
Thu Apr 09 08:58:46 CDT 2015,24312
Thu Apr 09 08:58:48 CDT 2015,23719
Thu Apr 09 08:58:51 CDT 2015,23672
Thu Apr 09 08:58:54 CDT 2015,24313
Thu Apr 09 08:58:56 CDT 2015,23893
Thu Apr 09 08:58:59 CDT 2015,24204
Thu Apr 09 08:59:06 CDT 2015,24302
Thu Apr 09 08:59:09 CDT 2015,24311
Thu Apr 09 08:59:11 CDT 2015,23683
Thu Apr 09 08:59:13 CDT 2015,23743
Thu Apr 09 08:59:15 CDT 2015,23561
Thu Apr 09 08:59:19 CDT 2015,23573
Thu Apr 09 08:59:22 CDT 2015,23752
Thu Apr 09 08:59:24 CDT 2015,23653
Thu Apr 09 08:59:26 CDT 2015,24117
Thu Apr 09 08:59:28 CDT 2015,23916
Thu Apr 09 08:59:30 CDT 2015,23784
Thu Apr 09 08:59:33 CDT 2015,23745
Thu Apr 09 08:59:46 CDT 2015,23432
Thu Apr 09 08:59:50 CDT 2015,23579
Thu Apr 09 08:59:52 CDT 2015,24199
Thu Apr 09 09:00:23 CDT 2015,24542
Thu Apr 09 09:00:30 CDT 2015,24541
Thu Apr 09 09:00:37 CDT 2015,24550
Thu Apr 09 09:00:47 CDT 2015,24526
Thu Apr 09 09:00:53 CDT 2015,24525
Thu Apr 09 09:00:57 CDT 2015,24492
Thu Apr 09 09:01:07 CDT 2015,24506
Thu Apr 09 09:01:12 CDT 2015,24511
Thu Apr 09 09:01:17 CDT 2015,24528
Thu Apr 09 09:01:20 CDT 2015,24523
Thu Apr 09 09:01:22 CDT 2015,24513
Thu Apr 09 09:01:25 CDT 2015,24520
Thu Apr 09 09:01:27 CDT 2015,24525
Thu Apr 09 09:01:30 CDT 2015,24521
Thu Apr 09 09:01:33 CDT 2015,24523
Thu Apr 09 09:01:36 CDT 2015,24517
Thu Apr 09 09:01:39 CDT 2015,24520
Thu Apr 09 09:01:42 CDT 2015,24512
Thu Apr 09 09:01:44 CDT 2015,24514
Thu Apr 09 09:01:47 CDT 2015,24516
Thu Apr 09 09:01:49 CDT 2015,24510
Thu Apr 09 09:01:53 CDT 2015,24534
Thu Apr 09 09:01:57 CDT 2015,24508
Thu Apr 09 09:02:00 CDT 2015,24495
Thu Apr 09 09:02:04 CDT 2015,24507
Thu Apr 09 09:02:07 CDT 2015,24506
Thu Apr 09 09:02:09 CDT 2015,24514
Thu Apr 09 09:02:12 CDT 2015,24515
Thu Apr 09 09:02:15 CDT 2015,24509
Thu Apr 09 09:02:18 CDT 2015,24511
Thu Apr 09 09:02:21 CDT 2015,24510
Thu Apr 09 09:02:24 CDT 2015,24511
Thu Apr 09 09:02:26 CDT 2015,24518
Thu Apr 09 09:02:29 CDT 2015,24527
Thu Apr 09 09:02:33 CDT 2015,24517
Thu Apr 09 09:02:35 CDT 2015,24513
Thu Apr 09 09:02:38 CDT 2015,24525
Thu Apr 09 09:02:40 CDT 2015,24521
Thu Apr 09 09:02:41 CDT 2015,24538
Thu Apr 09 09:02:44 CDT 2015,24525
Thu Apr 09 09:02:47 CDT 2015,24507
Thu Apr 09 09:02:49 CDT 2015,24534
Thu Apr 09 09:02:51 CDT 2015,24529
Thu Apr 09 09:02:53 CDT 2015,24444
Thu Apr 09 09:02:57 CDT 2015,24505
Thu Apr 09 09:03:00 CDT 2015,24245
Thu Apr 09 09:03:06 CDT 2015,24244
Thu Apr 09 09:03:10 CDT 2015,24356
Thu Apr 09 09:03:11 CDT 2015,24336
Thu Apr 09 09:03:16 CDT 2015,24482
Thu Apr 09 09:03:19 CDT 2015,24468
Thu Apr 09 09:03:21 CDT 2015,24476
Thu Apr 09 09:03:24 CDT 2015,24490
Thu Apr 09 09:03:26 CDT 2015,24493
Thu Apr 09 09:03:29 CDT 2015,24491
Thu Apr 09 09:03:31 CDT 2015,24476
Thu Apr 09 09:03:35 CDT 2015,24295
Thu Apr 09 09:03:36 CDT 2015,24301
Thu Apr 09 09:03:39 CDT 2015,24504
Thu Apr 09 09:03:42 CDT 2015,24522
Thu Apr 09 09:03:44 CDT 2015,24529
Thu Apr 09 09:03:47 CDT 2015,24532
Thu Apr 09 09:03:49 CDT 2015,24519
Thu Apr 09 09:03:52 CDT 2015,24521
Thu Apr 09 09:03:54 CDT 2015,24524
Thu Apr 09 09:03:56 CDT 2015,24494
Thu Apr 09 09:03:57 CDT 2015,24494
Thu Apr 09 09:03:59 CDT 2015,24508
Thu Apr 09 09:04:02 CDT 2015,24483
Thu Apr 09 09:04:04 CDT 2015,24494
Thu Apr 09 09:04:06 CDT 2015,24489
Thu Apr 09 09:04:08 CDT 2015,24477
Thu Apr 09 09:04:11 CDT 2015,24460
Thu Apr 09 09:04:13 CDT 2015,24478
Thu Apr 09 09:04:14 CDT 2015,24477
Thu Apr 09 09:04:16 CDT 2015,24485
Thu Apr 09 09:04:18 CDT 2015,24501
Thu Apr 09 09:04:20 CDT 2015,24499
Thu Apr 09 09:04:22 CDT 2015,24470
Thu Apr 09 09:04:24 CDT 2015,24443
Thu Apr 09 09:04:27 CDT 2015,24502
Thu Apr 09 09:04:29 CDT 2015,24515
Thu Apr 09 09:04:33 CDT 2015,24454
Thu Apr 09 09:04:36 CDT 2015,24512
Thu Apr 09 09:04:40 CDT 2015,24516
Thu Apr 09 09:04:42 CDT 2015,24537
Thu Apr 09 09:04:43 CDT 2015,24517
Thu Apr 09 09:04:45 CDT 2015,24521
Thu Apr 09 09:04:47 CDT 2015,24519
Thu Apr 09 09:04:48 CDT 2015,24527
Thu Apr 09 09:04:49 CDT 2015,24503
Thu Apr 09 09:04:52 CDT 2015,24475
Thu Apr 09 09:04:55 CDT 2015,24532
Thu Apr 09 09:04:58 CDT 2015,24553
Thu Apr 09 09:05:00 CDT 2015,24550
Thu Apr 09 09:05:03 CDT 2015,24539
Thu Apr 09 09:05:06 CDT 2015,24500
Thu Apr 09 09:05:08 CDT 2015,24518
Thu Apr 09 09:05:10 CDT 2015,24518
Thu Apr 09 09:05:13 CDT 2015,24558
Thu Apr 09 09:05:15 CDT 2015,24539
Thu Apr 09 09:05:17 CDT 2015,24516
Thu Apr 09 09:05:20 CDT 2015,24517
Thu Apr 09 09:05:23 CDT 2015,24535
Thu Apr 09 09:05:25 CDT 2015,24523
Thu Apr 09 09:05:27 CDT 2015,24510
Thu Apr 09 09:05:36 CDT 2015,22888
Thu Apr 09 09:05:40 CDT 2015,24285
Thu Apr 09 09:05:43 CDT 2015,24363
Thu Apr 09 09:05:45 CDT 2015,24366
Thu Apr 09 09:05:48 CDT 2015,24331
